4 20 28 34 49
4 20 29 33 43
4 20 37 42 46
4 21 23 37 43
4 21 29 30 35
4 21 34 44 47
4 22 25 32 37
4 22 35 40 44
4 23 34 39 40
4 24 25 29 42
4 25 31 38 42
4 26 37 40 44
4 26 47 48 49
4 27 34 40 42
4 28 32 44 46
4 29 35 38 47
4 29 42 44 49
4 30 31 35 45
4 33 37 46 49
4 42 46 47 48
5 6 8 10 42
5 6 9 20 42
5 6 11 31 36
5 6 12 33 48
5 7 9 17 20
5 7 11 13 32
5 7 12 24 28
5 7 12 32 49
5 7 17 25 35
5 7 18 28 39
5 7 23 39 47
5 7 34 38 42
5 8 13 18 47
5 8 25 27 37
5 8 27 28 29
5 9 10 23 40
5 9 10 41 47
5 9 14 17 20
5 9 16 20 48
5 9 17 18 36
5 9 20 29 32
5 9 30 31 47
5 10 15 25 46
5 10 16 18 37
5 10 22 29 48
5 10 23 27 43
5 10 24 25 31
5 10 25 41 46
5 11 13 17 22
5 11 14 16 39
5 11 15 21 43
5 11 15 34 40
5 11 16 24 42
5 11 20 22 37
5 11 27 34 46
5 12 14 44 49
5 12 15 25 32
5 12 23 41 49
5 12 25 27 44
5 13 14 29 43
5 13 15 17 49
5 13 15 22 45
5 13 20 21 23
5 13 23 24 46
5 13 34 39 42
5 14 22 34 40
5 14 24 30 34
5 15 19 34 41
5 15 23 36 47
5 15 26 38 44
5 15 27 30 32
5 16 29 35 40
5 17 19 30 44
5 17 24 35 36
5 18 23 39 42
5 18 25 26 42
5 18 25 32 39
5 18 26 42 45
5 19 20 22 27
5 19 23 37 47
5 19 27 41 46
5 19 28 42 46
5 20 25 27 49
5 22 40 47 48
5 24 33 44 46
5 26 27 43 47
5 26 33 41 45
5 27 30 41 42
5 30 33 36 48
6 7 8 21 42
6 7 10 14 33
6 7 11 16 18
6 7 11 23 25
6 7 13 32 41
6 7 16 26 32
6 7 28 30 38
6 7 29 33 35
6 7 31 34 38
6 8 9 24 41
6 8 10 32 33
6 8 15 29 41
6 8 19 20 49
6 8 19 22 46
6 8 22 30 38
6 8 26 28 46
6 8 32 33 37
6 9 17 25 35
6 9 22 32 38
6 9 25 33 34
6 10 12 35 42
6 10 13 28 47
6 10 14 28 44
6 10 15 27 44
6 10 17 18 44
6 10 17 33 47
6 10 19 27 38
6 10 22 35 45
6 11 16 33 43
6 11 18 22 34
6 12 14 17 46
6 12 15 17 39
6 12 15 29 48
6 12 17 41 48
6 12 18 30 39
6 12 19 34 49
6 13 17 33 47
6 14 16 28 37
6 14 16 30 48
6 14 18 33 41
6 14 18 35 45
6 14 22 26 35
6 14 25 37 41
6 14 26 28 34
6 14 31 34 38
6 15 20 30 31
6 15 25 32 46
6 15 26 38 45
6 16 32 44 47
6 16 40 43 46
6 16 42 45 46
6 17 19 31 43
6 17 26 27 36
6 18 25 35 43
6 19 23 38 43
6 19 24 35 46
6 19 38 42 47
6 20 21 32 33
6 20 34 38 49
6 20 37 43 44
6 20 38 43 46
6 21 22 26 45
6 21 23 29 45
6 21 24 28 33
6 21 25 34 38
6 21 40 45 47
6 22 30 32 34
6 22 33 38 39
6 22 35 38 47
6 23 25 38 41
6 23 25 44 46
6 23 29 33 39
6 24 26 39 49
6 25 26 42 47
6 25 31 36 40
6 25 47 48 49
6 26 27 43 44
6 26 28 38 40
6 27 28 47 49
6 27 30 38 45
6 27 31 35 44
6 27 32 42 49
6 29 37 41 46
6 30 34 46 49
6 30 36 41 45
6 33 36 42 43
6 34 37 43 45
6 39 40 48 49
6 41 42 43 49
7 8 18 21 32
7 8 18 45 48
7 8 21 26 40
7 8 22 34 45
7 8 23 41 45
7 8 24 26 47
7 8 24 38 39
7 9 13 19 29
7 9 14 21 22
7 9 14 25 46
7 9 16 36 39
7 9 21 43 48
7 9 23 34 43
7 9 28 31 45
7 9 29 33 39
7 9 33 34 48
7 9 39 44 46
7 10 15 27 45
7 10 15 40 47
7 10 20 31 46
7 10 23 33 44
7 10 25 30 47
7 10 26 33 44
7 10 27 38 49
7 11 13 16 40
7 11 14 27 40
7 11 17 20 21
7 11 30 31 47
7 11 32 37 41
7 12 14 27 30
7 12 17 18 28
7 12 17 18 39
7 12 18 21 43
7 12 25 36 49
7 12 27 28 33
7 12 39 42 48
7 13 16 17 48
7 13 17 22 44
7 13 35 39 41
7 14 17 23 24
7 14 20 22 42
7 14 24 29 36
7 14 29 35 38
7 15 16 19 41
7 15 22 36 42
7 15 23 30 47
7 15 23 31 48
7 15 31 35 48
7 16 24 27 48
7 16 27 34 38
7 16 28 37 43
7 16 34 40 49
7 17 19 24 45
7 17 20 29 45
7 17 25 36 42
7 17 27 31 44
7 17 31 39 46
7 18 26 33 39
7 19 20 21 48
7 19 27 33 35
7 20 22 38 46
7 20 30 33 41
7 21 22 39 44
7 21 25 33 48
7 21 28 33 42
7 22 25 39 43
7 22 26 33 34
7 24 25 35 37
7 24 29 47 49
7 24 31 33 45
7 25 26 37 48
7 25 28 45 49
7 25 31 43 49
7 26 44 47 48
7 27 39 42 44
7 32 34 40 44
7 33 37 39 40
8 9 13 38 40
8 9 17 25 36
8 9 18 43 48
8 9 25 31 41
8 9 28 36 48
8 9 30 36 39
8 10 11 24 33
8 10 16 41 48
8 10 26 28 35
8 10 30 40 44
8 11 12 13 23
8 11 12 22 48
8 11 16 40 46
8 11 17 23 38
8 11 18 22 32
8 11 32 34 43
8 12 14 16 44
8 12 14 32 49
8 12 17 23 29
8 12 18 35 40
8 13 24 32 46
8 13 27 33 44
8 14 16 38 39
8 14 18 35 37
8 15 16 31 43
8 15 20 26 30
8 15 20 30 33
8 15 36 40 47
8 16 19 22 37
8 16 25 31 44
8 17 18 26 29
8 17 30 31 47
8 17 33 35 39
8 18 23 27 36
8 18 26 38 40
8 19 25 40 41
8 19 29 35 43
8 20 33 40 48
8 21 30 35 38
8 22 27 36 43
8 22 28 42 43
8 24 27 39 46
8 25 43 47 48
8 26 28 37 47
8 26 33 46 48
8 30 31 38 40
8 30 31 39 41
8 30 33 34 47
8 33 34 41 45
9 10 12 22 43
9 10 14 23 44
9 10 14 32 41
9 10 21 30 34
9 10 26 37 43
9 11 12 29 37
9 11 19 33 37
9 11 20 28 42
9 11 36 38 48
9 12 13 41 42
9 12 15 38 47
9 12 19 24 39
9 12 22 37 44
9 12 28 31 34
9 13 18 42 43
9 13 19 27 43
9 13 41 47 48
9 14 16 24 46
9 14 17 18 41
9 14 29 34 37
9 15 21 36 43
9 15 24 39 46
9 17 20 43 48
9 17 31 34 48
9 17 36 44 49
9 18 24 28 45
9 18 25 27 41
9 19 22 47 49
9 21 30 43 49
9 22 23 35 45
9 23 25 31 33
9 25 31 34 36
9 26 28 29 48
9 26 35 44 45
9 26 36 46 49
9 30 31 37 42
9 35 37 39 45
9 35 45 47 49
9 39 40 41 45
10 11 12 19 32
10 11 13 25 36
10 11 16 43 47
10 11 22 35 40
10 11 26 33 40
10 11 33 40 42
10 12 20 36 44
10 12 21 45 46
10 13 23 30 40
10 13 26 32 33
10 14 20 29 33
10 15 22 41 47
10 16 20 29 35
10 16 29 37 40
10 17 23 28 40
10 18 20 21 48
10 18 24 37 39
10 18 26 31 47
10 19 23 25 36
10 19 31 37 41
10 21 23 30 32
10 22 30 33 42
10 23 32 33 45
10 23 38 42 43
10 24 26 28 33
10 24 33 43 44
10 26 30 35 48
10 26 33 39 43
10 27 29 46 47
10 27 34 46 49
10 28 31 42 47
10 28 35 40 43
10 29 33 44 48
10 30 36 38 44
10 31 35 45 46
10 31 40 42 46
10 32 41 46 47
11 12 14 15 22
11 12 20 27 32
11 12 20 47 48
11 12 22 36 46
11 12 36 39 46
11 13 14 23 41
11 13 16 18 21
11 13 20 28 32
11 14 16 23 44
11 14 21 41 42
11 14 25 37 39
11 14 27 36 44
11 14 32 35 44
11 14 39 44 46
11 15 19 34 42
11 15 37 39 42
11 16 17 39 46
11 17 20 39 40
11 17 24 35 38
11 17 38 43 49
11 18 25 28 42
11 18 32 42 48
11 19 20 29 39
11 19 31 38 43
11 20 21 24 39
11 20 31 37 43
11 21 22 31 32
11 21 25 42 47
11 21 27 35 38
11 21 37 44 47
11 22 33 37 49
11 25 29 30 40
11 26 29 32 44
11 27 30 41 42
11 28 44 45 47
11 29 31 34 38
11 30 32 39 47
11 31 37 42 45
12 13 16 28 34
12 13 17 20 34
12 13 23 28 45
12 13 25 34 42
12 13 30 33 40
12 14 15 29 30
12 14 21 24 26
12 14 23 27 39
12 14 23 28 39
12 14 23 41 48
12 15 22 34 49
12 17 19 23 41
12 18 22 40 44
12 18 25 34 40
12 19 34 35 48
12 20 26 34 45
12 20 28 41 44
12 20 30 35 37
12 20 30 43 46
12 20 32 43 45
12 21 29 33 35
12 21 32 37 48
12 22 30 45 48
12 23 24 36 45
12 23 25 31 43
12 23 26 30 32
12 24 25 39 47
12 24 31 45 49
12 24 32 33 42
12 25 35 37 40
12 26 31 37 45
12 27 32 46 49
12 27 34 44 49
12 32 38 46 47
12 32 39 40 49
12 34 35 36 42
13 14 22 28 42
13 14 28 34 48
13 14 30 31 34
13 15 17 38 46
13 15 31 37 38
13 15 37 43 49
13 15 38 41 44
13 15 41 43 49
13 16 17 18 21
13 16 18 27 30
13 17 19 32 34
13 17 19 48 49
13 18 19 20 45
13 18 28 30 41
13 18 32 34 38
13 19 27 33 41
13 20 21 37 38
13 21 24 26 43
13 22 31 37 45
13 22 32 34 46
13 23 24 31 49
13 23 30 31 37
13 24 26 32 42
13 24 35 36 42
13 26 30 36 39
13 26 36 39 49
13 26 38 39 41
13 26 41 42 47
13 27 35 39 43
13 27 38 42 49
13 28 30 31 43
13 28 37 42 49
13 34 35 37 46
13 34 38 45 46
14 15 21 22 47
14 15 21 24 39
14 15 22 40 42
14 15 34 41 44
14 16 17 37 38
14 16 17 37 48
14 16 37 42 44
14 17 21 42 43
14 17 27 29 47
14 17 27 30 39
14 17 29 36 43
14 17 29 40 46
14 17 32 38 49
14 18 23 36 44
14 18 28 45 47
14 18 37 39 44
14 18 39 42 49
14 19 20 37 40
14 19 21 36 48
14 19 23 28 48
14 19 25 28 37
14 19 30 38 48
14 19 35 43 44
14 20 24 26 32
14 20 27 40 41
14 20 35 40 47
14 21 24 27 40
14 22 26 36 45
14 23 24 39 41
14 23 32 46 47
14 23 41 46 47
14 24 25 26 38
14 24 31 47 49
14 24 34 43 44
14 25 27 28 43
14 25 28 32 37
14 27 30 34 37
14 28 29 42 48
14 29 40 45 47
14 30 36 43 44
14 31 33 38 47
14 32 35 40 44
15 16 32 33 40
15 17 20 21 35
15 17 20 35 36
15 17 21 35 36
15 17 30 44 47
15 17 39 47 48
15 18 27 30 45
15 18 28 33 45
15 19 24 30 43
15 19 30 34 49
15 20 27 39 41
15 21 25 39 42
15 21 33 37 47
15 22 27 32 44
15 23 24 36 46
15 23 27 33 39
15 24 25 36 49
15 24 29 39 47
15 25 28 29 31
15 25 28 39 48
15 26 38 40 45
15 27 29 31 44
15 28 30 34 47
15 28 34 37 41
15 31 34 39 44
15 32 39 42 48
15 33 36 41 48
15 35 42 43 45
16 17 18 23 46
16 17 18 32 44
16 17 26 32 38
16 17 26 41 48
16 18 31 34 45
16 18 34 36 46
16 19 21 29 43
16 19 22 37 44
16 19 31 41 49
16 19 32 35 44
16 20 27 36 42
16 20 28 40 41
16 23 24 31 39
16 23 24 44 49
16 23 27 30 33
16 23 28 37 41
16 23 32 35 36
16 23 34 36 45
16 24 29 37 40
16 24 30 39 44
16 25 27 28 41
16 25 30 35 36
16 25 31 42 47
16 26 27 36 38
16 27 32 34 45
16 27 36 45 47
16 28 35 40 42
16 28 36 37 49
16 29 31 34 35
16 30 32 41 42
16 30 33 36 40
17 18 25 39 44
17 18 27 42 46
17 18 31 35 48
17 18 40 43 44
17 19 20 37 47
17 19 20 39 42
17 19 21 33 47
17 19 35 38 40
17 20 23 28 45
17 20 29 39 41
17 20 36 37 46
17 21 22 28 44
17 21 22 31 46
17 21 34 36 37
17 21 34 42 44
17 22 26 37 43
17 22 26 38 44
17 22 29 45 49
17 23 28 30 48
17 24 28 32 37
17 27 32 36 38
17 28 37 46 48
17 28 38 45 47
17 29 35 44 48
17 32 33 41 45
17 35 36 38 44
18 19 24 35 42
18 20 29 32 49
18 21 38 41 46
18 22 26 34 48
18 22 29 32 34
18 26 31 38 40
18 26 38 43 49
18 27 41 43 48
18 30 32 34 44
18 30 33 37 42
18 31 34 36 42
18 33 37 43 44
19 20 29 36 46
19 22 38 45 46
19 23 45 47 48
19 24 30 31 45
19 24 35 37 43
19 25 27 34 44
19 26 31 35 37
19 27 31 41 43
19 28 30 34 39
19 31 34 35 48
19 32 38 44 48
19 34 36 44 49
20 21 29 33 35
20 23 31 34 42
20 24 31 34 49
20 24 43 47 48
20 25 31 37 49
20 25 39 44 46
20 26 37 45 49
20 26 40 44 46
20 27 30 37 44
20 27 34 43 47
20 27 38 43 48
20 28 40 43 49
20 34 42 44 49
21 22 30 35 49
21 23 35 37 43
21 23 37 41 46
21 25 29 42 43
21 25 37 40 42
21 26 27 30 47
21 27 30 42 44
21 31 33 44 45
21 32 33 39 46
21 32 37 40 45
22 23 24 26 27
22 23 24 27 38
22 23 25 34 47
22 24 27 43 46
22 24 33 41 44
22 25 33 44 47
22 25 44 45 48
22 28 31 36 49
22 33 37 40 46
22 34 37 44 48
22 37 39 41 44
23 24 26 38 43
23 27 29 37 39
23 27 33 39 44
23 28 35 36 49
23 28 36 41 42
23 29 41 45 47
23 29 42 47 48
23 30 38 40 43
23 32 42 44 49
23 34 35 40 47
24 25 36 39 41
24 26 33 42 48
24 27 28 43 49
24 28 36 39 48
24 28 37 39 46
24 29 32 44 49
24 31 32 44 47
24 35 36 43 44
25 28 30 48 49
25 28 35 39 48
25 29 33 35 36
25 30 35 36 38
25 32 42 43 46
26 29 36 40 45
27 31 36 38 39
27 38 42 47 49
28 33 35 37 42
28 37 43 45 47
29 31 35 36 46
29 31 46 47 48
30 31 34 35 47
31 32 34 39 49
31 38 40 41 44
31 39 41 44 49
32 34 40 42 43
32 34 43 44 46
32 35 43 45 46
32 37 38 41 42
32 40 43 44 45
37 39 45 48 49
